credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,BalanceSalaryRatio,TenureByAge,CreditScoreByAge
577,Spain,Male,28,7,0.0,1,1,0,143274.41,0,0.0,0.2413793103448276,19.89655172413793
850,France,Female,33,7,118004.26,1,1,0,183983.82,0,0.6413804138841454,0.2058823529411764,25.0
567,Germany,Male,40,7,122265.24,1,1,0,138552.74,0,0.8824391171252397,0.1707317073170731,13.829268292682928
576,Spain,Male,45,5,133618.01,1,0,0,135244.87,0,0.987963699002417,0.108695652173913,12.521739130434783
573,Spain,Male,41,5,0.0,2,0,1,14479.29,0,0.0,0.119047619047619,13.642857142857142
509,France,Male,35,8,0.0,2,0,1,67431.28,0,0.0,0.2222222222222222,14.13888888888889
586,France,Female,35,7,164769.02,3,1,0,119814.25,1,1.375192389950361,0.1944444444444444,16.27777777777778
617,Spain,Female,46,3,106521.49,1,0,1,86587.37,0,1.230205511433002,0.0638297872340425,13.127659574468083
636,France,Male,34,8,0.0,2,1,0,38570.13,0,0.0,0.2285714285714285,18.17142857142857
562,Germany,Male,31,2,112708.2,1,0,1,186370.3,0,0.6047508387825808,0.0625,17.5625
496,France,Female,41,1,176024.05,2,1,0,182337.98,0,0.9653670871691832,0.0238095238095238,11.80952380952381
592,Germany,Male,36,2,104702.65,2,1,0,107948.72,0,0.9699205333742412,0.054054054054054,16.0
812,France,Male,34,5,103818.43,1,1,1,166038.27,0,0.6252643124725855,0.1428571428571428,23.2
494,France,Male,30,3,85704.95,1,0,1,27886.06,0,3.073287395659492,0.0967741935483871,15.935483870967742
609,France,Male,37,6,0.0,2,0,1,22030.72,0,0.0,0.1578947368421052,16.026315789473685
582,France,Male,30,2,0.0,2,1,1,132029.95,0,0.0,0.064516129032258,18.774193548387096
734,France,Male,30,3,0.0,2,1,0,107640.25,0,0.0,0.0967741935483871,23.677419354838708
622,France,Male,40,4,99799.76,2,1,0,197372.13,0,0.5056400534358451,0.0975609756097561,15.170731707317072
705,Spain,Male,46,7,0.0,2,1,0,117273.35,0,0.0,0.1489361702127659,15.0
630,France,Male,31,0,0.0,2,1,1,34475.14,0,0.0,0.0,19.6875
613,France,Male,26,4,100446.57,1,0,1,149653.81,0,0.6711883834538964,0.1481481481481481,22.703703703703702
604,France,Male,53,8,144453.75,1,1,0,190998.96,1,0.7563025144089036,0.1481481481481481,11.185185185185183
628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,1.784428448487282,0.2903225806451613,20.258064516129032
645,France,Male,31,7,161171.7,2,1,0,12599.94,1,12.790450553688853,0.21875,20.15625
702,France,Female,29,10,88378.6,1,1,0,88550.28,0,0.9980499434903708,0.3333333333333333,23.4
818,France,Female,31,1,186796.37,1,0,0,178252.63,0,1.0479246341294703,0.03125,25.5625
557,Spain,Male,34,3,0.0,1,0,1,123427.98,0,0.0,0.0857142857142857,15.914285714285716
479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,2.935676814003999,0.1111111111111111,13.305555555555555
572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0,0.817587217114959,0.15625,17.875
636,France,Female,39,3,118336.14,1,1,0,184691.77,0,0.6407188543438923,0.075,15.9
730,Germany,Female,33,7,130367.87,1,1,0,15142.1,1,8.609060892419649,0.2058823529411764,21.47058823529412
741,France,Male,32,8,0.0,2,1,0,143598.7,0,0.0,0.2424242424242424,22.454545454545453
726,France,Female,44,2,0.0,2,1,1,26733.86,0,0.0,0.0444444444444444,16.133333333333333
494,Spain,Male,38,7,0.0,2,1,1,6203.66,0,0.0,0.1794871794871795,12.666666666666666
751,Germany,Male,54,9,156367.6,2,0,1,116179.92,0,1.3458974158579569,0.1636363636363636,13.654545454545454
591,France,Male,29,6,0.0,2,1,1,108684.65,0,0.0,0.2,19.7
531,France,Female,47,6,0.0,1,0,0,194998.34,1,0.0,0.125,11.0625
748,Spain,Male,36,4,141573.55,1,1,0,82158.14,0,1.7231625111947373,0.1081081081081081,20.216216216216218
587,France,Male,55,9,0.0,1,1,0,64593.07,0,0.0,0.1607142857142857,10.482142857142858
620,France,Male,41,3,0.0,2,1,1,137309.06,0,0.0,0.0714285714285714,14.761904761904765
788,Germany,Female,42,6,138650.49,2,1,0,64746.07,0,2.1414172100760696,0.1395348837209302,18.32558139534884
590,France,Female,60,6,147751.75,1,1,0,88206.04,1,1.6750562086654308,0.0983606557377049,9.672131147540984
647,Germany,Male,51,4,131156.76,1,1,0,29883.63,0,4.388769745518014,0.0769230769230769,12.442307692307692
826,Spain,Female,56,8,174506.1,2,0,1,161802.82,1,1.0785042034236274,0.1403508771929824,14.491228070175438
598,Germany,Female,50,5,88379.81,3,0,1,64157.24,1,1.377528591806758,0.0980392156862745,11.72549019607843
720,Spain,Male,34,3,0.0,2,1,1,77047.78,0,0.0,0.0857142857142857,20.571428571428573
478,France,Female,50,2,0.0,1,0,1,93332.64,1,0.0,0.0392156862745098,9.372549019607844
548,France,Female,35,10,0.0,1,1,1,31299.71,0,0.0,0.2777777777777778,15.22222222222222
486,France,Female,39,8,97819.36,1,0,1,120531.31,0,0.811561314970235,0.2,12.15
515,France,Female,25,7,79543.59,1,0,1,38772.82,0,2.0514767438441712,0.2692307692307692,19.807692307692307
559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0,0.9708534142625124,0.03125,17.46875
562,France,Female,51,7,122822.0,2,0,0,32626.21,0,3.7644040051233314,0.1346153846153846,10.807692307692308
843,France,Female,38,8,134887.53,1,1,1,10804.04,0,12.48376035627818,0.2051282051282051,21.615384615384617
769,France,Female,73,1,0.0,1,1,1,29792.11,0,0.0,0.0135135135135135,10.391891891891891
834,France,Male,36,8,142882.49,1,1,0,89983.02,1,1.587865156502232,0.2162162162162162,22.54054054054054
776,France,Male,37,2,0.0,1,0,1,8065.0,0,0.0,0.0526315789473684,20.42105263157895
727,Spain,Male,43,2,97403.18,1,1,1,107415.02,1,0.9067844814954044,0.0454545454545454,16.522727272727273
634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0,2.647863628125227,0.0512820512820512,16.256410256410255
609,France,Male,26,7,0.0,2,1,0,98463.99,0,0.0,0.2592592592592592,22.55555555555556
625,France,Female,24,1,0.0,2,1,1,180969.55,0,0.0,0.04,25.0
648,Germany,Female,40,5,139973.65,1,1,1,667.66,1,209.33456465169144,0.1219512195121951,15.804878048780488
850,Spain,Female,29,7,0.0,2,1,0,23237.25,0,0.0,0.2333333333333333,28.33333333333333
703,Spain,Male,58,4,92930.92,1,0,1,85148.78,0,1.091381798050447,0.0677966101694915,11.915254237288137
597,Germany,Female,35,8,131101.04,1,1,1,192852.67,0,0.6797954117233029,0.2222222222222222,16.583333333333332
758,France,Female,30,3,141581.08,1,1,0,156249.06,0,0.9061185640504712,0.0967741935483871,24.451612903225808
468,France,Male,46,7,91443.75,1,1,0,10958.18,0,8.344032126491216,0.1489361702127659,9.95744680851064
572,France,Female,36,8,68348.18,2,0,1,50400.32,0,1.3560791661805682,0.2162162162162162,15.45945945945946
749,France,Female,26,6,0.0,2,0,1,34948.77,0,0.0,0.2222222222222222,27.74074074074074
608,Spain,Male,37,2,130461.02,1,1,0,21967.15,0,5.93864390037395,0.0526315789473684,16.0
459,Spain,Female,42,6,129634.25,2,1,1,177683.02,1,0.7295774262648943,0.1395348837209302,10.674418604651162
627,France,Male,31,8,128131.73,1,1,0,96131.47,0,1.3328663041738134,0.25,19.59375
607,Germany,Male,47,4,148826.32,1,1,1,79450.61,0,1.873169341691125,0.0833333333333333,12.645833333333334
520,Spain,Female,35,4,115680.81,1,1,1,90280.7,0,1.2813317649091676,0.1111111111111111,14.444444444444445
615,France,Male,59,8,0.0,2,1,1,165576.55,0,0.0,0.1333333333333333,10.25
590,France,Male,32,5,0.0,2,1,0,59249.83,0,0.0,0.1515151515151515,17.87878787878788
663,Germany,Female,29,4,102714.65,2,0,0,21170.81,0,4.851481758054696,0.1333333333333333,22.1
549,Spain,Male,25,6,193858.2,1,0,1,21600.11,0,8.9744554793712,0.2307692307692307,21.115384615384617
694,Germany,Male,33,4,124067.32,1,1,1,77906.87,0,1.592487639567094,0.1176470588235294,20.41176470588235
632,France,Female,40,9,139625.34,1,1,0,93702.96,1,1.4900687228159832,0.2195121951219512,15.414634146341465
654,France,Male,36,2,112262.84,1,1,0,12873.39,0,8.719857018468447,0.054054054054054,17.675675675675677
731,France,Male,29,5,179539.2,1,0,0,112010.02,0,1.6028708603849873,0.1666666666666666,24.366666666666667
735,Spain,Male,29,10,0.0,2,1,1,95025.27,0,0.0,0.3333333333333333,24.5
646,France,Male,24,8,0.0,2,0,0,92612.88,0,0.0,0.32,25.84
728,Spain,Male,42,8,0.0,2,0,1,41823.22,0,0.0,0.1860465116279069,16.930232558139537
507,Germany,Male,31,9,111589.67,1,1,0,150037.19,0,0.7437417766769914,0.28125,15.84375
616,France,Male,31,3,94263.91,2,1,0,168895.06,0,0.5581178743897283,0.09375,19.25
715,France,Female,32,10,0.0,2,1,0,60907.49,0,0.0,0.303030303030303,21.666666666666668
751,Spain,Male,52,8,0.0,2,0,1,179291.85,0,0.0,0.1509433962264151,14.169811320754716
628,France,Male,36,3,0.0,2,1,1,8742.91,0,0.0,0.081081081081081,16.972972972972972
589,France,Female,37,6,138497.84,1,0,1,18988.58,0,7.293359832076327,0.1578947368421052,15.5
850,France,Male,37,6,0.0,2,1,0,109291.22,0,0.0,0.1578947368421052,22.36842105263158
608,Germany,Male,28,4,96679.71,1,1,1,49133.45,0,1.9676562981777557,0.1379310344827586,20.96551724137931
545,France,Male,37,3,91184.01,1,1,0,105476.65,0,0.8644865523644109,0.0789473684210526,14.342105263157896
648,France,Female,34,3,0.0,1,1,0,54726.43,0,0.0,0.0857142857142857,18.51428571428572
570,France,Female,43,9,0.0,2,0,1,11417.26,0,0.0,0.2045454545454545,12.954545454545457
586,Spain,Male,42,6,0.0,2,1,1,123410.23,0,0.0,0.1395348837209302,13.627906976744184
649,Spain,Female,49,2,0.0,1,1,0,84863.85,1,0.0,0.04,12.98
521,France,Male,38,6,0.0,2,1,0,51454.06,0,0.0,0.1538461538461538,13.35897435897436
583,France,Female,27,1,125406.58,1,1,1,110784.42,0,1.1319772944851407,0.0357142857142857,20.821428571428573
514,Germany,Male,43,1,95556.31,1,0,1,199273.98,1,0.4795198574351882,0.0227272727272727,11.681818181818182
647,Germany,Male,44,4,93960.35,1,1,0,36579.53,1,2.568589082771628,0.0888888888888888,14.377777777777778
678,France,Female,35,4,0.0,1,1,0,125518.32,0,0.0,0.1111111111111111,18.83333333333333
605,France,Female,28,6,0.0,2,0,0,159508.52,0,0.0,0.2068965517241379,20.86206896551724
748,France,Female,39,3,157371.54,1,0,1,97734.3,0,1.610181173025509,0.075,18.7
703,France,Male,56,9,0.0,1,0,0,85547.33,1,0.0,0.1578947368421052,12.333333333333334
581,Spain,Female,44,7,189318.16,2,1,0,45026.23,1,4.204526016812493,0.1555555555555555,12.911111111111111
605,Spain,Male,41,5,103154.66,1,0,0,143203.78,0,0.7203297264239364,0.119047619047619,14.404761904761903
578,Germany,Female,38,4,113150.44,2,1,0,176712.59,1,0.640304121488336,0.1025641025641025,14.82051282051282
850,France,Male,41,3,136416.82,1,0,1,57844.26,0,2.358305935525227,0.0714285714285714,20.23809523809524
660,France,Male,37,2,97324.91,1,1,0,23291.83,0,4.178320538981309,0.0526315789473684,17.36842105263158
745,Spain,Male,34,7,132944.53,1,1,1,31802.92,0,4.180130310980533,0.2,21.285714285714285
671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,0.2374911832999273,0.1714285714285714,19.17142857142857
663,France,Male,34,10,0.0,1,1,1,114083.73,0,0.0,0.2857142857142857,18.942857142857143
649,France,Female,36,8,0.0,2,0,1,109179.89,0,0.0,0.2162162162162162,17.54054054054054
687,France,Female,26,6,0.0,2,1,1,32909.13,0,0.0,0.2222222222222222,25.444444444444443
618,France,Male,37,2,168178.21,2,0,1,101273.23,0,1.6606219568393656,0.0526315789473684,16.263157894736842
507,France,Female,33,1,113452.66,1,0,0,142911.99,0,0.7938582769837788,0.0294117647058823,14.911764705882351
634,Germany,Female,37,7,143258.85,2,1,0,192721.98,0,0.7433407785620584,0.1842105263157894,16.68421052631579
699,France,Male,53,4,0.0,2,0,1,111307.98,0,0.0,0.074074074074074,12.944444444444445
597,Spain,Female,66,3,0.0,1,1,1,70532.53,0,0.0,0.044776119402985,8.91044776119403
609,Germany,Male,31,9,103837.75,1,1,1,150218.11,0,0.6912419465139955,0.28125,19.03125
787,France,Female,42,10,145988.65,2,1,1,79510.37,0,1.836072627097232,0.2325581395348837,18.302325581395348
831,France,Female,34,2,0.0,2,0,0,165840.94,0,0.0,0.0571428571428571,23.742857142857144
548,France,Female,33,1,80107.83,2,0,1,82245.67,0,0.9739948134070352,0.0294117647058823,16.11764705882353
617,Spain,Male,38,7,0.0,1,1,1,27239.28,0,0.0,0.1794871794871795,15.82051282051282
519,France,Male,34,5,0.0,1,1,0,68479.6,0,0.0,0.1428571428571428,14.82857142857143
543,Spain,Male,23,5,0.0,2,1,0,117832.39,0,0.0,0.2083333333333333,22.625
687,Spain,Male,35,3,0.0,2,1,1,176450.19,0,0.0,0.0833333333333333,19.08333333333333
585,France,Male,54,8,87105.32,1,1,1,55346.14,0,1.573799838618581,0.1454545454545454,10.636363636363637
547,Germany,Male,50,3,81290.02,3,0,1,177747.03,1,0.4573328885839128,0.0588235294117647,10.72549019607843
652,Germany,Male,36,9,150956.71,1,0,0,72350.17,0,2.0864446283315115,0.2432432432432432,17.62162162162162
769,France,Male,31,4,61297.05,2,1,1,7118.02,0,8.610321364457468,0.125,24.03125
685,Spain,Male,43,4,97392.18,2,1,0,43956.83,0,2.215582070361526,0.0909090909090909,15.568181818181818
495,France,Male,47,10,137682.68,1,1,0,71071.47,0,1.9372153521609703,0.2083333333333333,10.3125
845,Germany,Female,43,3,152063.59,2,1,0,97910.06,0,1.553078783949433,0.0681818181818181,19.204545454545453
537,Germany,Male,84,8,92242.34,1,1,1,186235.98,0,0.4952955100539108,0.0941176470588235,6.317647058823529
660,Spain,Male,42,5,0.0,2,1,0,115509.59,0,0.0,0.1162790697674418,15.348837209302326
678,France,Female,43,7,178074.33,1,0,0,110405.9,0,1.6128913138581011,0.1590909090909091,15.409090909090908
507,Germany,Male,40,3,120105.43,1,1,0,92075.01,1,1.304416101436194,0.073170731707317,12.365853658536585
743,France,Male,40,8,68155.59,1,1,0,94876.65,0,0.71835242546585,0.1951219512195122,18.121951219512194
410,Germany,Female,50,2,102278.79,2,1,0,89822.48,0,1.1386643002475525,0.0392156862745098,8.03921568627451
682,Germany,Female,29,6,101012.77,1,0,0,32589.89,1,3.099417352517836,0.2,22.73333333333333
604,Spain,Female,39,7,98544.11,1,1,1,52327.57,0,1.8831798766906875,0.175,15.1
477,France,Female,57,9,114023.64,2,1,1,71167.17,1,1.6021718698120242,0.1551724137931034,8.224137931034482
437,France,Female,26,1,120923.52,1,0,1,78854.57,0,1.53348102106167,0.037037037037037,16.185185185185187
807,France,Female,34,1,0.0,1,0,0,114448.13,0,0.0,0.0285714285714285,23.057142857142857
614,France,Male,50,4,137104.47,1,1,0,127166.49,1,1.0781408833342547,0.0784313725490196,12.03921568627451
617,France,Male,74,10,0.0,2,1,1,53949.98,0,0.0,0.1333333333333333,8.226666666666667
627,France,Male,37,2,125190.86,1,0,1,84584.69,0,1.480047748029247,0.0526315789473684,16.5
642,Spain,Female,33,9,0.0,2,1,1,150475.14,0,0.0,0.2647058823529412,18.88235294117647
577,Spain,Male,43,8,79757.21,1,1,0,135650.72,1,0.5879557590570913,0.1818181818181818,13.113636363636363
610,France,Female,31,6,107784.65,1,1,1,141137.53,0,0.7636798399416517,0.1875,19.0625
551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0,0.7066415407947172,0.0259740259740259,7.155844155844156
575,Spain,Male,53,1,84903.33,2,0,1,26015.8,0,3.263404031241352,0.0185185185185185,10.648148148148149
850,Germany,Male,41,1,176958.46,2,0,1,125806.3,0,1.4065834017580854,0.0238095238095238,20.23809523809524
420,Spain,Female,55,4,91893.32,1,1,0,144870.28,1,0.634310126893336,0.0714285714285714,7.5
672,Germany,Female,23,10,110741.56,1,1,0,80778.5,0,1.370911679324581,0.4166666666666667,28.0
696,Germany,Male,43,4,114091.38,1,0,1,159888.1,0,0.7135657152363732,0.0909090909090909,15.818181818181818
629,Spain,Male,31,6,132876.55,1,1,1,130862.11,0,1.015385848616925,0.1875,19.65625
785,France,Female,39,1,130147.98,1,1,0,163798.41,1,0.7945570744119286,0.025,19.625
641,France,Male,31,9,112494.99,1,1,1,32231.6,0,3.490099774762198,0.28125,20.03125
637,Spain,Female,45,2,157929.45,1,1,1,145134.49,1,1.0881518366045413,0.0434782608695652,13.847826086956522
759,Spain,Female,35,7,147936.42,1,1,1,106785.7,0,1.385344991464293,0.1944444444444444,21.08333333333333
488,France,Male,34,3,0.0,2,1,1,125979.36,0,0.0,0.0857142857142857,13.942857142857145
756,Germany,Male,32,0,109528.16,2,1,1,56176.31,0,1.94968680415634,0.0,22.90909090909091
559,France,Female,31,3,127070.73,1,0,1,160941.78,0,0.7895397979331537,0.09375,17.46875
581,France,Male,71,4,0.0,2,1,1,197562.08,0,0.0,0.0555555555555555,8.069444444444445
680,Spain,Male,36,7,0.0,2,1,0,20109.21,0,0.0,0.1891891891891892,18.37837837837838
775,France,Male,30,4,0.0,2,1,0,49337.84,0,0.0,0.1290322580645161,25.0
747,Spain,Male,37,1,0.0,2,0,1,180551.76,0,0.0,0.0263157894736842,19.657894736842103
721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,0.6792307209210647,0.0789473684210526,18.973684210526315
562,Spain,Male,41,5,165445.04,2,1,0,85787.31,0,1.9285266255973568,0.119047619047619,13.38095238095238
609,France,Male,40,6,0.0,2,1,1,97416.34,0,0.0,0.1463414634146341,14.853658536585366
718,France,Female,37,7,0.0,2,1,1,55100.09,0,0.0,0.1842105263157894,18.894736842105264
784,Germany,Male,28,2,70233.74,2,1,1,179252.73,0,0.3918118747096643,0.0689655172413793,27.03448275862069
745,France,Female,28,6,0.0,2,1,0,154389.18,0,0.0,0.2068965517241379,25.689655172413797
430,Germany,Male,36,1,138992.48,2,0,0,122373.42,0,1.1357968438175234,0.027027027027027,11.62162162162162
631,Spain,Male,23,3,0.0,2,1,0,13813.24,0,0.0,0.125,26.291666666666668
718,France,Female,44,1,133866.22,1,0,1,139049.24,0,0.9627183671168064,0.0222222222222222,15.955555555555556
687,France,Female,44,9,0.0,2,0,0,103042.2,1,0.0,0.2,15.266666666666667
758,France,Female,34,3,0.0,2,1,1,124226.16,0,0.0,0.0857142857142857,21.65714285714286
688,Spain,Female,46,8,155681.72,1,1,0,26287.21,0,5.92211185166278,0.1702127659574468,14.638297872340424
668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,0.676463639343677,0.1458333333333333,13.916666666666666
813,France,Male,29,6,0.0,1,1,0,33953.87,0,0.0,0.2,27.1
583,France,Female,27,4,0.0,3,1,0,163113.41,0,0.0,0.1428571428571428,20.821428571428573
850,France,Male,58,8,156652.13,1,0,0,25899.21,1,6.048295747408998,0.135593220338983,14.40677966101695
541,France,Male,46,6,0.0,2,1,1,83456.67,0,0.0,0.1276595744680851,11.51063829787234
407,Spain,Male,37,1,0.0,1,1,1,49161.12,1,0.0,0.0263157894736842,10.710526315789474
513,France,Male,30,5,0.0,2,1,0,162523.66,0,0.0,0.1612903225806451,16.548387096774192
616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,0.0,0.1818181818181818,18.666666666666668
533,Germany,Female,22,10,115743.6,1,0,0,43852.05,0,2.6393511967810674,0.4347826086956521,23.17391304347826
626,Germany,Male,39,10,132287.92,3,1,1,51467.92,1,2.5702486082863216,0.25,15.65
469,Germany,Male,38,9,113599.42,1,0,0,11950.29,0,9.505201530546074,0.2307692307692307,12.025641025641026
763,France,Female,23,2,0.0,2,1,0,153983.99,0,0.0,0.0833333333333333,31.791666666666668
679,France,Male,37,7,74260.03,1,1,0,194617.98,0,0.3815662275077178,0.1842105263157894,17.86842105263158
510,Spain,Female,38,4,0.0,1,1,0,118913.53,1,0.0,0.1025641025641025,13.076923076923077
714,Germany,Male,26,3,119545.48,2,1,0,65482.94,0,1.8255694449662008,0.1111111111111111,26.444444444444443
798,France,Male,37,8,0.0,3,0,0,110783.28,0,0.0,0.2105263157894736,21.0
766,Germany,Male,37,2,99660.13,2,0,1,147700.78,0,0.6747388555506915,0.0526315789473684,20.157894736842103
545,Spain,Female,39,6,0.0,1,0,0,38410.74,1,0.0,0.15,13.625
582,Spain,Male,26,4,65848.36,2,1,0,30149.21,0,2.184009995286932,0.1481481481481481,21.55555555555556
516,France,Female,43,2,112773.73,2,1,1,139366.58,0,0.8091819489152355,0.0454545454545454,11.727272727272728
850,France,Male,40,6,97339.99,1,0,1,88815.25,0,1.095970500893699,0.1463414634146341,20.73170731707317
609,Spain,Male,61,1,0.0,1,1,0,22447.85,1,0.0,0.0161290322580645,9.82258064516129
656,France,Male,18,10,151762.74,1,0,1,127014.32,0,1.1948380715019258,0.5263157894736842,34.526315789473685
551,Germany,Female,30,2,143340.44,1,1,0,145796.49,0,0.9831475150909664,0.064516129032258,17.774193548387096
692,France,Female,42,2,0.0,2,1,0,145222.93,0,0.0,0.0465116279069767,16.093023255813954
663,France,Female,37,7,0.0,1,1,1,185210.63,0,0.0,0.1842105263157894,17.44736842105263
715,Spain,Male,38,2,96798.79,2,1,1,4554.67,0,21.24798108730439,0.0512820512820512,18.33333333333333
725,France,Female,25,9,0.0,2,1,1,168607.74,0,0.0,0.3461538461538461,27.884615384615383
767,Spain,Male,37,7,0.0,2,1,1,24734.25,0,0.0,0.1842105263157894,20.18421052631579
844,Spain,Male,56,5,99529.7,1,0,1,157230.06,1,0.6330155123294341,0.087719298245614,14.807017543859647
680,Spain,Female,34,7,0.0,2,1,0,98949.85,0,0.0,0.2,19.428571428571427
850,Germany,Male,55,0,98710.89,1,1,1,83617.17,1,1.180495698482758,0.0,15.178571428571429
465,Germany,Male,24,5,117154.9,1,1,1,127744.02,0,0.917099547207398,0.2,18.6
786,France,Male,34,3,137361.96,1,0,0,183682.09,0,0.7478203899988833,0.0857142857142857,22.457142857142856
732,Germany,Male,50,6,145338.76,1,0,0,91936.1,1,1.5808499506727969,0.1176470588235294,14.352941176470589
786,France,Male,34,9,0.0,2,1,0,144517.19,0,0.0,0.2571428571428571,22.457142857142856
732,France,Female,40,10,0.0,2,1,0,154189.08,0,0.0,0.2439024390243902,17.853658536585368
695,Spain,Female,35,7,79858.13,2,1,1,127977.66,0,0.6239956724035085,0.1944444444444444,19.30555555555556
