credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,BalanceSalaryRatio,TenureByAge,CreditScoreByAge
472,Spain,Male,40,4,0.0,1,1,0,70154.22,0,0.0,0.0975609756097561,11.512195121951219
465,France,Female,51,8,122522.32,1,0,0,181297.65,1,0.6758038187267252,0.15384615384615385,8.942307692307692
556,France,Female,61,2,117419.35,1,1,1,94153.83,0,1.2470879082889321,0.03225806451612903,8.96774193548387
834,France,Female,49,2,131394.56,1,0,0,194365.76,1,0.6760135323550178,0.04,16.68
660,Spain,Female,61,5,155931.11,1,1,1,158338.39,0,0.9847903923338341,0.08064516129032258,10.64516129032258
776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0,0.8648629614998475,0.12121212121212122,23.515151515151516
829,Germany,Female,27,9,112045.67,1,1,1,119708.21,1,0.9359820351333034,0.32142857142857145,29.607142857142858
637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1,1.171903985417917,0.225,15.925
550,Germany,Male,38,2,103391.38,1,0,1,90878.13,0,1.137680125238875,0.05128205128205128,14.102564102564102
776,Germany,Female,37,2,103769.22,2,1,0,194099.12,0,0.5346169801440618,0.05263157894736842,20.42105263157895
698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0,0.5875152781861834,0.2222222222222222,15.511111111111111
585,Germany,Male,36,5,146050.97,2,0,0,86424.57,0,1.6899046196629075,0.13513513513513514,15.81081081081081
788,France,Female,33,5,0.0,2,0,0,116978.19,0,0.0,0.14705882352941177,23.176470588235293
655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,0.76542602458859,0.19047619047619047,15.595238095238095
601,Germany,Male,42,1,98495.72,1,1,0,40014.76,1,2.4614231992594915,0.023255813953488372,13.976744186046512
619,France,Male,43,1,125211.92,1,1,1,113410.49,0,1.1040496866763676,0.022727272727272728,14.068181818181818
656,France,Male,45,5,127864.4,1,1,0,87107.57,0,1.4678739416799058,0.10869565217391304,14.26086956521739
725,Germany,Male,19,0,75888.2,1,0,0,45613.75,0,1.6636767712198357,0.0,36.25
511,Spain,Female,66,4,0.0,1,1,0,1643.11,1,0.0,0.05970149253731343,7.626865671641791
614,France,Male,51,4,40685.92,1,1,1,46775.28,0,0.8697981113504537,0.07692307692307693,11.807692307692308
742,Germany,Male,35,5,136857.0,1,0,0,84509.57,0,1.6194068978590488,0.1388888888888889,20.61111111111111
687,Germany,Female,27,9,152328.88,2,0,0,126494.82,0,1.2042206612044573,0.32142857142857145,24.535714285714285
555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,0.3136742891310489,0.029411764705882353,16.323529411764707
684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,0.7918276334978415,0.14035087719298245,12.0
603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0,1.1758337608532892,0.14814814814814814,22.333333333333332
751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0,6.117989031447411,0.16216216216216217,20.2972972972973
581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,0.9203181200898177,0.02857142857142857,16.6
735,Germany,Male,43,10,123180.01,2,1,1,196673.28,0,0.6263147880851527,0.22727272727272727,16.704545454545453
661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,1.3261339185986714,0.1388888888888889,18.36111111111111
675,France,Female,21,8,98373.26,1,1,0,18203.0,0,5.403936497473082,0.36363636363636365,30.681818181818183
738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,4.713518938948069,0.03389830508474576,12.508474576271187
813,France,Male,29,6,0.0,1,1,0,33953.87,0,0.0,0.2,27.1
657,Spain,Female,37,0,163607.18,1,0,1,44203.55,0,3.701138909908595,0.0,17.289473684210527
604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,2.7004407661351677,0.19230769230769232,23.23076923076923
519,France,Male,36,9,0.0,2,0,1,145562.4,0,0.0,0.24324324324324326,14.027027027027026
735,France,Female,21,1,178718.19,2,1,0,22388.0,0,7.982410558756532,0.045454545454545456,33.40909090909091
664,France,Male,55,8,0.0,2,1,1,139161.64,0,0.0,0.14285714285714285,11.857142857142858
678,France,Female,32,9,0.0,1,1,1,148210.64,0,0.0,0.2727272727272727,20.545454545454547
757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0,0.39771915896277726,0.14705882352941177,22.264705882352942
416,Germany,Female,41,10,122189.66,2,1,0,98301.61,0,1.2429950740880633,0.23809523809523808,9.904761904761905
665,France,Female,34,1,96645.54,2,0,0,171413.66,0,0.5638114032953774,0.02857142857142857,19.0
777,France,Female,32,2,0.0,1,1,0,136458.19,1,0.0,0.06060606060606061,23.545454545454547
543,France,Female,36,3,0.0,2,0,0,26019.59,0,0.0,0.08108108108108109,14.675675675675675
506,France,Female,34,4,90307.62,1,1,1,159235.29,0,0.567129641113844,0.11428571428571428,14.457142857142857
493,France,Female,46,4,0.0,2,1,0,1907.66,0,0.0,0.0851063829787234,10.48936170212766
652,Spain,Female,75,10,0.0,2,1,1,114675.75,0,0.0,0.13157894736842105,8.578947368421053
750,Spain,Male,22,3,121681.82,1,1,0,128643.35,1,0.9458776852617313,0.13043478260869565,32.608695652173914
729,France,Male,30,9,0.0,2,1,0,151869.35,0,0.0,0.2903225806451613,23.516129032258064
646,France,Female,46,4,0.0,3,1,0,93251.42,1,0.0,0.0851063829787234,13.74468085106383
635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0,0.520584485111392,0.10344827586206896,21.896551724137932
647,Spain,Female,44,5,0.0,3,1,1,174205.22,1,0.0,0.1111111111111111,14.377777777777778
808,France,Male,45,7,118626.55,2,1,0,147132.46,0,0.8062513448674422,0.15217391304347827,17.565217391304348
524,France,Female,36,10,0.0,2,1,0,109614.57,0,0.0,0.2702702702702703,14.162162162162161
769,France,Male,29,8,0.0,2,1,1,172290.61,0,0.0,0.26666666666666666,25.633333333333333
730,Spain,Male,42,4,0.0,2,0,1,85982.47,0,0.0,0.09302325581395349,16.976744186046513
515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0,1.45346077854675,0.2777777777777778,14.305555555555555
773,Spain,Male,41,9,102827.44,1,0,1,64595.25,0,1.591848443214583,0.21428571428571427,18.404761904761905
814,Germany,Male,29,8,97086.4,2,1,1,197276.13,0,0.49213205808498933,0.26666666666666666,27.133333333333333
710,Spain,Male,22,8,0.0,2,0,0,99645.04,0,0.0,0.34782608695652173,30.869565217391305
413,France,Male,34,9,0.0,2,0,0,6534.18,0,0.0,0.2571428571428571,11.8
665,France,Female,40,6,0.0,1,1,1,161848.03,0,0.0,0.14634146341463414,16.21951219512195
623,France,Female,44,6,0.0,2,0,0,167162.43,0,0.0,0.13333333333333333,13.844444444444445
738,France,Male,31,9,82674.15,1,1,0,41970.72,0,1.9697584468780405,0.28125,23.0625
528,Spain,Male,36,7,0.0,2,1,0,60536.56,0,0.0,0.1891891891891892,14.27027027027027
670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,0.0,0.015151515151515152,10.151515151515152
622,Spain,Female,46,4,107073.27,2,1,1,30984.59,1,3.455582740235058,0.0851063829787234,13.23404255319149
582,Germany,Male,32,1,88938.62,1,1,1,10054.53,0,8.844747119246822,0.030303030303030304,17.636363636363637
785,Germany,Female,36,2,99806.85,1,0,1,36976.52,0,2.6991223316220236,0.05405405405405406,21.216216216216218
605,Spain,Male,33,5,150092.8,1,0,0,71862.79,0,2.0885733969778104,0.14705882352941177,17.794117647058822
479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,0.9334649293128284,0.25,13.305555555555555
685,Germany,Male,30,3,90536.81,1,0,1,63082.88,0,1.4351813807267404,0.0967741935483871,22.096774193548388
538,Germany,Male,39,7,108055.1,2,1,0,27231.26,0,3.9679079150977556,0.175,13.45
562,France,Male,42,2,100238.35,1,0,0,86797.41,0,1.1548408548036768,0.046511627906976744,13.069767441860465
675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,4.617920081129552,0.24324324324324326,18.243243243243242
721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,1.524902089732931,0.3103448275862069,24.862068965517242
628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,1.7844284484872819,0.2903225806451613,20.258064516129032
668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,1.4516208115771032,0.15789473684210525,17.57894736842105
506,France,Female,41,1,0.0,2,1,0,31766.3,0,0.0,0.023809523809523808,12.047619047619047
524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,0.5398316667116448,0.25,16.375
699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,1.5324456856545776,0.11428571428571428,19.97142857142857
828,France,Male,34,8,129433.34,2,0,0,38131.77,0,3.3942810868447273,0.22857142857142856,23.65714285714286
674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,1.200350337729366,0.15,16.85
656,France,Female,39,6,0.0,2,1,0,141069.88,0,0.0,0.15,16.4
684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,0.6378851782230649,0.20408163265306123,13.959183673469388
625,France,Female,28,3,0.0,1,0,0,183646.41,0,0.0,0.10344827586206896,21.551724137931036
432,France,Male,42,9,152603.45,1,1,0,110265.24,1,1.3839544179614722,0.20930232558139536,10.046511627906977
549,France,Female,52,1,0.0,1,0,1,8636.05,1,0.0,0.018867924528301886,10.358490566037736
625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,3.171532008060637,0.0,10.964912280701755
828,France,Female,41,7,0.0,2,1,0,171378.77,0,0.0,0.16666666666666666,19.714285714285715
770,France,Male,24,9,101827.07,1,1,0,167256.35,0,0.608804755067565,0.36,30.8
758,France,Female,34,3,0.0,2,1,1,124226.16,0,0.0,0.08571428571428572,21.65714285714286
795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,1.1385657313739508,0.2647058823529412,23.38235294117647
687,France,Male,38,9,122570.87,1,1,1,35608.88,0,3.4420467016457232,0.23076923076923078,17.615384615384617
686,France,Male,25,1,0.0,2,0,1,16459.37,0,0.0,0.038461538461538464,26.384615384615383
789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,1.0033467811164318,0.175,19.725
589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,4.146703000924669,0.09803921568627451,11.549019607843137
461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,0.3794369208073557,0.14285714285714285,13.17142857142857
637,France,Male,40,2,133463.1,1,0,1,93165.34,0,1.432524879693675,0.04878048780487805,15.536585365853659
584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,2.8358145212523573,0.04081632653061224,11.918367346938776
579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,15.071336374206659,0.027777777777777776,16.083333333333332
756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,0.7251690232762791,0.2222222222222222,16.8
663,France,Male,34,7,0.0,2,1,1,180427.24,0,0.0,0.2,18.942857142857143
682,France,Female,43,5,125851.93,1,1,1,193318.33,0,0.6510054116161069,0.11363636363636363,15.5
793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,0.0,0.03773584905660377,14.962264150943396
691,France,Female,31,5,40915.55,1,1,0,126213.84,1,0.3241738451674938,0.15625,21.59375
485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0,2.089988825783811,0.22727272727272727,22.045454545454547
635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,0.9802974286789486,0.26666666666666666,21.166666666666668
650,France,Male,37,5,106967.18,1,0,0,24495.03,0,4.366714932991183,0.13157894736842105,17.105263157894736
735,France,Male,44,9,120681.63,1,1,0,74836.34,0,1.6125857760310562,0.2,16.333333333333332
416,France,Male,32,0,0.0,2,0,1,878.87,0,0.0,0.0,12.606060606060606
754,Spain,Female,32,7,0.0,2,1,0,89520.75,0,0.0,0.21212121212121213,22.848484848484848
535,France,Female,48,9,0.0,1,1,0,149892.79,1,0.0,0.1836734693877551,10.918367346938776
716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,0.0,0.18604651162790697,16.651162790697676
539,France,Male,37,2,127609.59,1,1,0,98646.22,0,1.293595399850092,0.05263157894736842,14.18421052631579
614,France,Female,43,6,0.0,2,1,1,109041.53,0,0.0,0.13636363636363635,13.954545454545455
706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,0.0,0.1206896551724138,12.172413793103448
758,France,Female,33,7,0.0,2,0,0,82996.47,0,0.0,0.20588235294117646,22.294117647058822
586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,0.0,0.06896551724137931,20.20689655172414
646,France,Female,73,6,97259.25,1,0,1,104719.66,0,0.9287493986382438,0.08108108108108109,8.72972972972973
631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,1.0936929983227224,0.11764705882352941,18.558823529411764
717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,1.1931473652594504,0.2608695652173913,31.17391304347826
684,France,Male,30,2,0.0,2,1,0,83473.82,0,0.0,0.06451612903225806,22.06451612903226
800,France,Female,49,7,108007.36,1,0,0,47125.11,0,2.291879384909979,0.14,16.0
721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,0.0,0.05405405405405406,19.486486486486488
683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,2.4054403515860994,0.0,22.766666666666666
660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,0.8950088661032177,0.28125,20.625
704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,0.6955760235040904,0.28,28.16
615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,0.5547719970426608,0.21428571428571427,14.642857142857142
667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,0.0,0.05,16.675
682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,1.0902321055870579,0.36,27.28
484,France,Female,29,4,130114.39,1,1,0,164017.89,0,0.7932890534742675,0.13333333333333333,16.133333333333333
628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,0.6142804046924717,0.17857142857142858,22.428571428571427
480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,23.6784204468641,0.2222222222222222,10.666666666666666
578,France,Male,30,4,169462.09,1,1,0,112187.11,0,1.5105173801394818,0.12903225806451613,18.64516129032258
512,France,Male,40,5,0.0,2,1,1,146457.83,0,0.0,0.12195121951219512,12.487804878048781
484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,4.905915615803805,0.19444444444444445,13.444444444444445
510,France,Female,30,0,0.0,2,1,1,130553.47,0,0.0,0.0,16.451612903225808
606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,1.0620374168489841,0.13513513513513514,16.37837837837838
597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,1.0761592282869175,0.1951219512195122,14.560975609756097
754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,19.99651193724209,0.05357142857142857,13.464285714285714
850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,6.277681628044243,0.043478260869565216,18.47826086956522
510,France,Male,65,2,0.0,2,1,1,48071.61,0,0.0,0.030303030303030304,7.7272727272727275
778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,0.929056958922267,0.021739130434782608,16.91304347826087
636,France,Male,42,2,0.0,2,1,1,55470.78,0,0.0,0.046511627906976744,14.790697674418604
804,France,Female,50,4,0.0,1,1,1,8546.87,1,0.0,0.0784313725490196,15.764705882352942
514,France,Male,32,8,0.0,2,1,0,95857.18,0,0.0,0.24242424242424243,15.575757575757576
730,France,Female,39,1,99010.67,1,1,0,194945.8,0,0.5078855872473926,0.025,18.25
525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,0.0,0.0,13.81578947368421
616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,0.0,0.16129032258064516,19.870967741935484
687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,0.7497567407187227,0.2,19.62857142857143
715,France,Female,41,8,56214.85,2,0,0,92982.61,1,0.6045672995488129,0.19047619047619047,17.023809523809526
512,France,Female,36,3,84327.77,2,1,0,17675.36,0,4.770652442018606,0.08108108108108109,13.837837837837839
479,France,Male,40,1,0.0,2,0,0,114996.43,0,0.0,0.024390243902439025,11.682926829268293
601,France,Male,32,8,93012.89,1,1,0,86957.42,0,1.0696248850887586,0.24242424242424243,18.21212121212121
580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,0.48181619440531925,0.3,19.333333333333332
807,France,Male,35,3,174790.15,1,1,1,600.36,0,290.65809165890647,0.08333333333333333,22.416666666666668
616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,0.0,0.18181818181818182,18.666666666666668
721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,0.6792307209210647,0.07894736842105263,18.973684210526315
501,France,Male,57,10,0.0,2,1,1,47847.19,0,0.0,0.1724137931034483,8.637931034482758
521,France,Male,35,6,96423.84,1,1,0,10488.44,0,9.192467853383974,0.16666666666666666,14.472222222222221
850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,23.588441597538136,0.06451612903225806,27.419354838709676
759,France,Male,42,4,105420.18,1,0,1,121409.06,0,0.8682985577966109,0.09302325581395349,17.651162790697676
516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,0.0,0.09803921568627451,10.117647058823529
711,France,Female,38,2,129022.06,2,1,1,14374.86,1,8.974910718384848,0.05128205128205128,18.23076923076923
512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,1.8660960917916714,0.08823529411764706,15.058823529411764
550,France,Male,37,3,0.0,1,1,1,179670.31,0,0.0,0.07894736842105263,14.473684210526315
608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,0.45038261316507994,0.07142857142857142,14.476190476190476
618,France,Male,34,5,134954.53,1,1,1,151954.39,0,0.8881194013585171,0.14285714285714285,17.65714285714286
643,France,Male,45,5,0.0,1,1,0,142513.5,1,0.0,0.10869565217391304,13.978260869565217
671,France,Male,45,2,106376.85,1,0,1,158264.62,0,0.6721412395187282,0.043478260869565216,14.58695652173913
689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,0.9553186301568813,0.058823529411764705,20.264705882352942
603,France,Male,31,8,0.0,2,1,1,169915.02,0,0.0,0.25,18.84375
620,France,Female,41,9,0.0,2,0,0,88852.47,0,0.0,0.21428571428571427,14.761904761904763
676,France,Female,34,1,63095.01,1,1,1,40645.81,0,1.5522745819413628,0.02857142857142857,19.314285714285713
572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,1.9574770430410915,0.14814814814814814,21.185185185185187
668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,0.676463639343677,0.14583333333333334,13.916666666666666
695,France,Male,46,7,49512.55,1,1,0,133007.34,0,0.3722514693439524,0.14893617021276595,14.787234042553191
730,Spain,Female,33,9,0.0,2,0,0,176576.62,0,0.0,0.2647058823529412,21.470588235294116
807,France,Male,43,1,105799.32,2,1,0,34888.04,1,3.032451451802629,0.022727272727272728,18.34090909090909
592,France,Male,54,8,0.0,1,1,1,28737.71,1,0.0,0.14545454545454545,10.763636363636364
726,France,Female,31,9,114722.05,2,1,1,98178.57,0,1.1684920803788406,0.28125,22.6875
514,Spain,Male,30,7,0.0,1,0,1,125010.24,0,0.0,0.22580645161290322,16.580645161290324
567,France,Male,42,2,0.0,2,1,1,167984.61,0,0.0,0.046511627906976744,13.186046511627907
850,France,Male,33,10,0.0,1,1,0,4861.72,1,0.0,0.29411764705882354,25.0
671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,0.9144949480337033,0.13043478260869565,14.58695652173913
670,France,Male,37,4,170557.91,2,1,0,198252.88,0,0.8603004894532202,0.10526315789473684,17.63157894736842
694,France,Female,30,9,0.0,2,1,1,26960.31,0,0.0,0.2903225806451613,22.387096774193548
547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,0.8699511076238705,0.15,13.675
751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,1.2549131072535287,0.0392156862745098,14.72549019607843
594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0,2.1430176448532854,0.1,19.8
673,France,Male,72,1,0.0,2,0,1,111981.19,0,0.0,0.0136986301369863,9.219178082191782
610,France,Male,40,0,0.0,2,1,0,62232.6,0,0.0,0.0,14.878048780487806
512,France,Female,37,1,0.0,2,0,1,156105.03,0,0.0,0.02631578947368421,13.473684210526315
767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0,0.7973700311676624,0.14285714285714285,36.523809523809526
585,France,Female,67,5,113978.97,2,0,1,93146.11,0,1.2236447271418298,0.07352941176470588,8.602941176470589
763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,2.9930949553459634,0.13953488372093023,17.74418604651163
712,France,Female,29,2,0.0,1,1,1,144375.0,0,0.0,0.06666666666666667,23.733333333333334
539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,2.082619537761518,0.06818181818181818,12.25
668,France,Female,46,2,0.0,3,1,0,89048.46,1,0.0,0.0425531914893617,14.212765957446809
703,France,Male,28,2,81173.83,2,0,1,162812.16,0,0.49857044725377236,0.06896551724137931,24.24137931034483
662,Spain,Male,38,4,0.0,2,1,0,136259.65,0,0.0,0.10256410256410256,16.974358974358974
725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,0.9415563242353309,0.125,18.125
703,France,Male,37,8,105961.68,2,0,1,74158.8,0,1.4288290960870982,0.21052631578947367,18.5
659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,2.604973499121075,0.08823529411764706,9.691176470588236
523,Spain,Male,34,7,0.0,2,1,0,62030.06,0,0.0,0.2,14.942857142857143
635,France,Female,40,10,123497.58,1,1,0,131953.23,1,0.9359122477543917,0.24390243902439024,15.487804878048781
772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0,1.9190393502486938,0.25925925925925924,28.59259259259259
545,France,Female,26,1,0.0,2,1,1,199638.56,0,0.0,0.037037037037037035,20.185185185185187
634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0,0.6542643025254303,0.32,25.36
739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,0.9404589659039553,0.14545454545454545,13.436363636363636
771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0,0.7799744286447271,0.13513513513513514,20.83783783783784
587,Spain,Female,34,1,0.0,2,1,1,97932.68,0,0.0,0.02857142857142857,16.771428571428572
681,France,Female,79,0,0.0,2,0,1,170968.99,0,0.0,0.0,8.5125
544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,1.385197693882639,0.05263157894736842,14.31578947368421
696,Spain,Male,28,8,0.0,1,0,0,176713.47,0,0.0,0.27586206896551724,24.0
766,Spain,Male,41,0,0.0,2,0,1,34283.23,0,0.0,0.0,18.238095238095237
727,France,Male,34,10,0.0,2,1,1,198637.34,0,0.0,0.2857142857142857,20.771428571428572
671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,0.23749118329992738,0.17142857142857143,19.17142857142857
693,France,Female,30,6,127992.25,1,1,1,50457.2,0,2.5365996012541077,0.1935483870967742,22.35483870967742
850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,0.39193576655050405,0.07692307692307693,21.794871794871796
732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,1.6647464466029465,0.20930232558139536,17.023255813953487
726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,1.5531654940656898,0.12244897959183673,14.816326530612244
557,France,Female,32,6,184686.41,2,1,0,14956.44,0,12.347461196568396,0.18181818181818182,16.87878787878788
682,France,Female,26,0,110654.02,1,0,1,111879.21,0,0.9890401528563452,0.0,25.25925925925926
738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,4.246725600747666,0.28125,23.0625
531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,0.8059291359345502,0.24324324324324326,14.35135135135135
